"Term","coefficient","Dataset","Repeat","Fold"
"Percent.Below.30th.Quantile",2.81472693302522,"Large_diam_woody",6,2
"eSum_mean",-4.31613039736709,"Large_diam_woody",6,2
"eLargest_mean",3.88242895004091,"Large_diam_woody",6,2
"lad_max",1.30453712898726,"Large_diam_woody",6,3
"Percent.Below.30th.Quantile",0.922654310519063,"Large_diam_woody",6,4
"Ny_mean",0.868558345200608,"Large_diam_woody",6,4
"eSum_mean",-3.31370378951831,"Large_diam_woody",6,4
"eLargest_sd",-2.95662160383926,"Large_diam_woody",6,4
"lad_max",1.09212551163049,"Large_diam_woody",6,5
"Percent.Below.30th.Quantile",2.60827423952489,"Large_diam_woody",6,5
"Ny_mean",1.99494108205637,"Large_diam_woody",6,5
"Linearity_mean",1.38779490260431,"Large_diam_woody",6,5
"Verticality_mean",-3.5242113323834,"Large_diam_woody",6,5
"lad_max",1.25335117139085,"Large_diam_woody",7,1
"Percent.Below.30th.Quantile",2.17642493855734,"Large_diam_woody",7,1
"Ny_mean",2.42600945413848,"Large_diam_woody",7,1
"Verticality_mean",-3.1764071805277,"Large_diam_woody",7,1
"lad_max",0.696201287124207,"Large_diam_woody",7,2
"Percent.Below.30th.Quantile",1.31998203131255,"Large_diam_woody",7,2
"Ny_mean",1.26325139874971,"Large_diam_woody",7,2
"Linearity_mean",1.16850384947202,"Large_diam_woody",7,2
"Verticality_mean",-2.04534127351746,"Large_diam_woody",7,2
"lad_max",1.89500801106088,"Large_diam_woody",7,3
"lad_max",1.04596899322753,"Large_diam_woody",7,4
"Percent.Below.30th.Quantile",2.64405863560132,"Large_diam_woody",7,4
"Ny_mean",2.17148804655268,"Large_diam_woody",7,4
"Linearity_mean",1.38638212297362,"Large_diam_woody",7,4
"Verticality_mean",-3.69980030417935,"Large_diam_woody",7,4
"lad_max",1.46248642778444,"Large_diam_woody",7,5
"Percent.Below.30th.Quantile",2.4016555638786,"Large_diam_woody",7,5
"Ny_mean",1.97210883750656,"Large_diam_woody",7,5
"Linearity_mean",1.4014724595124,"Large_diam_woody",7,5
"Verticality_mean",-3.29590753316241,"Large_diam_woody",7,5
"lad_max",1.28185254167416,"Large_diam_woody",8,1
"Percent.Below.30th.Quantile",2.21247799216571,"Large_diam_woody",8,1
"Ny_mean",2.66415536229488,"Large_diam_woody",8,1
"Linearity_mean",1.41879877878734,"Large_diam_woody",8,1
"Verticality_mean",-3.67815848108353,"Large_diam_woody",8,1
"lad_max",0.549601709193977,"Large_diam_woody",8,2
"Percent.Below.30th.Quantile",1.14883861816261,"Large_diam_woody",8,2
"eSum_mean",-1.48936590970721,"Large_diam_woody",8,2
"eSum_sd",-1.30472914551129,"Large_diam_woody",8,2
"lad_max",2.35694191126401,"Large_diam_woody",8,3
"Percent.Below.30th.Quantile",2.29199952417625,"Large_diam_woody",8,3
"eLargest_mean",3.12316406169468,"Large_diam_woody",8,3
"Eigentropy_mean",-3.39156968372886,"Large_diam_woody",8,3
"lad_max",1.0964472358627,"Large_diam_woody",8,4
"Percent.Below.30th.Quantile",2.47850210520901,"Large_diam_woody",8,4
"Ny_mean",1.92179862206904,"Large_diam_woody",8,4
"Linearity_mean",1.29245324395885,"Large_diam_woody",8,4
"Verticality_mean",-3.29980310408914,"Large_diam_woody",8,4
"Percent.Below.30th.Quantile",1.25012930027652,"Large_diam_woody",8,5
"lad_max",1.10841635952102,"Large_diam_woody",9,1
"Percent.Below.30th.Quantile",2.17893772488207,"Large_diam_woody",9,1
"Ny_mean",0.940443987165397,"Large_diam_woody",9,1
"eSum_mean",-3.88558431284306,"Large_diam_woody",9,1
"eLargest_mean",4.03567715796115,"Large_diam_woody",9,1
"Percent.Below.30th.Quantile",1.96408969439703,"Large_diam_woody",9,2
"Ny_mean",1.80937894900273,"Large_diam_woody",9,2
"Nz_mean",1.69457098131928,"Large_diam_woody",9,2
"Percent.Below.30th.Quantile",2.81198093278115,"Large_diam_woody",9,3
"Ny_mean",2.21155552973872,"Large_diam_woody",9,3
"Linearity_mean",1.62406339761564,"Large_diam_woody",9,3
"Verticality_mean",-3.22945027534056,"Large_diam_woody",9,3
"lad_max",1.55101335086008,"Large_diam_woody",9,4
"lad_max",1.03657094077821,"Large_diam_woody",9,5
"Percent.Below.30th.Quantile",0.89657048839486,"Large_diam_woody",9,5
"Linearity_mean",1.41503809141031,"Large_diam_woody",9,5
"eSum_sd",-1.25346023244731,"Large_diam_woody",9,5
"lad_max",1.93355355621472,"Large_diam_woody",10,1
"PCA1_mean",0.980957430201083,"Large_diam_woody",10,1
"Percent.Below.30th.Quantile",1.03671632681347,"Large_diam_woody",10,2
"Linearity_mean",1.94891993588058,"Large_diam_woody",10,2
"Eigentropy_sd",-1.37582676464958,"Large_diam_woody",10,2
"lad_max",1.15967681162817,"Large_diam_woody",10,3
"Percent.Below.30th.Quantile",3.24621712641181,"Large_diam_woody",10,3
"eSum_mean",-5.23599774286553,"Large_diam_woody",10,3
"eLargest_mean",4.62502126233503,"Large_diam_woody",10,3
"lad_max",1.74571341956621,"Large_diam_woody",10,4
"Percent.Below.30th.Quantile",2.47041939663168,"Large_diam_woody",10,4
"Ny_mean",2.43011671809523,"Large_diam_woody",10,4
"Linearity_mean",1.71850501218063,"Large_diam_woody",10,4
"Verticality_mean",-3.89748338346579,"Large_diam_woody",10,4
"lad_max",1.13055550697052,"Large_diam_woody",10,5
"Percent.Below.30th.Quantile",2.52690129107039,"Large_diam_woody",10,5
"Ny_mean",1.93474030488086,"Large_diam_woody",10,5
"Linearity_mean",1.22342493600311,"Large_diam_woody",10,5
"Verticality_mean",-3.36905568749853,"Large_diam_woody",10,5
"Anisotropy_sd",-0.187756528794741,"Litter_1h",1,1
"PC_Strata_1.00.2.00",0.104606509761974,"Litter_1h",1,1
"Omnivariance_sd",-0.134367787069647,"Litter_1h",1,2
"Total_PAD_FullROI",0.109147792893799,"Litter_1h",1,2
"Eigentropy_sd",-0.113265559689352,"Litter_1h",1,3
"PC_Strata_1.00.2.00",0.177957802177746,"Litter_1h",1,3
"eSmallest_mean",-0.119476802034677,"Litter_1h",1,4
"Eigentropy_sd",-0.0903498142882592,"Litter_1h",1,4
"Omnivariance_sd",-0.147679265314597,"Litter_1h",1,5
"PC_Strata_1.00.2.00",0.106106111005609,"Litter_1h",1,5
"Omnivariance_sd",-0.189496665119947,"Litter_1h",2,1
"PC_Strata_1.00.2.00",0.10834686378401,"Litter_1h",2,1
"Omnivariance_sd",-0.141128808405676,"Litter_1h",2,2
"PC_Strata_1.00.2.00",0.163944118889461,"Litter_1h",2,2
"NormalChangeRate_sd",0.103555497860629,"Litter_1h",2,3
"Curvature_mean",-0.092859396256065,"Litter_1h",2,4
"eSmallest_mean",-0.277909099565022,"Litter_1h",2,5
"Eigentropy_sd",-0.375317547297243,"Litter_1h",2,5
"Planarity_mean",-0.347536243263872,"Litter_1h",2,5
"Eigentropy_sd",-0.159982776361866,"Litter_1h",3,1
"PC_Strata_1.00.2.00",0.149821026523105,"Litter_1h",3,1
"Omnivariance_sd",-0.156436002713744,"Litter_1h",3,2
"PC_Strata_1.00.2.00",0.116951716541539,"Litter_1h",3,2
"Eigentropy_sd",-0.203414098962211,"Litter_1h",3,3
"PC_Strata_1.00.2.00",0.127907902516705,"Litter_1h",3,3
"Omnivariance_mean",-0.13471497008687,"Litter_1h",3,3
"Total_PAD_FullROI",0.110035395437374,"Litter_1h",3,4
"Sphericity_mean",-0.0954494837040697,"Litter_1h",3,5
"Eigentropy_sd",-0.104221253441884,"Litter_1h",3,5
"Percent.Below.20th.Quantile",-0.123970058086158,"Litter_1h",4,1
"Anisotropy_sd",-0.123690381623865,"Litter_1h",4,2
"PC_Strata_1.00.2.00",0.117375489134321,"Litter_1h",4,2
"Eigentropy_sd",-0.181844901518161,"Litter_1h",4,3
"PC_Strata_1.00.2.00",0.148951424547737,"Litter_1h",4,3
"Omnivariance_sd",-0.129794646710408,"Litter_1h",4,4
"Percent.Below.20th.Quantile",-0.156637558230694,"Litter_1h",4,5
"Anisotropy_sd",-0.120111153099879,"Litter_1h",5,1
"Percent.Below.30th.Quantile",-0.123444671955958,"Litter_1h",5,1
"Planarity_sd",0.13947010142798,"Litter_1h",5,2
"PC_Strata_1.00.2.00",0.126115072583548,"Litter_1h",5,2
"Anisotropy_sd",-0.10058851541349,"Litter_1h",5,3
"Percent.Below.20th.Quantile",-0.0812946960112321,"Litter_1h",5,4
"Eigentropy_sd",-0.0793489772629488,"Litter_1h",5,4
"ChangeCurvature_mean",-0.128890241912901,"Litter_1h",5,5
"Omnivariance_sd",-0.16396020842215,"Litter_1h",6,1
"PC_Strata_1.00.2.00",0.143385796899182,"Litter_1h",6,1
"Omnivariance_sd",-0.33018416577772,"Litter_1h",6,2
"PC_Strata_1.00.2.00",0.0988665123368,"Litter_1h",6,2
"Curvature_sd",0.198246519570776,"Litter_1h",6,2
"Omnivariance_sd",-0.162586585639901,"Litter_1h",6,3
"Planarity_sd",0.265260800398247,"Litter_1h",6,4
"Eigentropy_sd",-0.221475052257716,"Litter_1h",6,4
"NormalChangeRate_mean",-0.325202804339898,"Litter_1h",6,4
"PC_Strata_1.00.2.00",0.113662912486284,"Litter_1h",6,4
"Anisotropy_mean",0.0848184531567862,"Litter_1h",6,5
"Eigentropy_sd",-0.127270610097529,"Litter_1h",6,5
"PC_Strata_1.00.2.00",0.121781035774153,"Litter_1h",6,5
"Percent.Below.20th.Quantile",-0.161551094871641,"Litter_1h",7,1
"Eigentropy_sd",-0.169920376089325,"Litter_1h",7,2
"PC_Strata_1.00.2.00",0.115788924319868,"Litter_1h",7,2
"Omnivariance_sd",-0.494171023176258,"Litter_1h",7,3
"Anisotropy_sd",-0.294977676736477,"Litter_1h",7,3
"ChangeCurvature_sd",0.418914245285573,"Litter_1h",7,3
"eSum_sd",0.340385776887525,"Litter_1h",7,3
"Anisotropy_sd",-0.142277553471716,"Litter_1h",7,4
"PC_Strata_1.00.2.00",0.104736515966182,"Litter_1h",7,4
"Anisotropy_mean",0.142356134139496,"Litter_1h",7,5
"Omnivariance_sd",-0.13364357014728,"Litter_1h",8,1
"Omnivariance_sd",-0.12494995970942,"Litter_1h",8,2
"PC_Strata_1.00.2.00",0.122613302920503,"Litter_1h",8,2
"Omnivariance_sd",-0.125748736137845,"Litter_1h",8,3
"Anisotropy_sd",-0.188437095027141,"Litter_1h",8,4
"PC_Strata_1.00.2.00",0.126962164031743,"Litter_1h",8,4
"Percent.Below.20th.Quantile",-0.140180572596047,"Litter_1h",8,5
"PC_Strata_1.00.2.00",0.190843581347221,"Litter_1h",9,1
"vzrumple",0.151365670220178,"Litter_1h",9,1
"Anisotropy_mean",0.166730565326584,"Litter_1h",9,2
"Omnivariance_sd",-0.126219299957134,"Litter_1h",9,3
"Sphericity_mean",-0.0526998878579184,"Litter_1h",9,4
"Eigentropy_sd",-0.121883266046413,"Litter_1h",9,4
"Omnivariance_sd",-0.167203132342454,"Litter_1h",9,5
"PC_Strata_1.00.2.00",0.108649643672369,"Litter_1h",9,5
"Eigentropy_sd",-0.110779482421595,"Litter_1h",10,1
"PC_Strata_1.00.2.00",0.119746577608982,"Litter_1h",10,1
"Anisotropy_mean",0.122153721843653,"Litter_1h",10,2
"Percent.Below.20th.Quantile",-0.152449420884724,"Litter_1h",10,3
"Omnivariance_sd",-0.55732650886205,"Litter_1h",10,4
"Curvature_sd",0.318330873592681,"Litter_1h",10,4
"eSum_sd",0.150601548224777,"Litter_1h",10,4
"Omnivariance_sd",-0.152010469407013,"Litter_1h",10,5
"PC_Strata_1.00.2.00",0.129947510173425,"Litter_1h",10,5
